work_id,state,district,constituency,house,mp_id,mp_name,work_title,category,implementing_agency,vendor_id,vendor_name,recommendation_date,sanction_date,estimated_cost_inr,sor_benchmark_cost_inr,expenditure_incurred_inr,completion_pct,days_stalled,work_status,latitude,longitude,photo_phash,photo_exif_lat,photo_exif_lon,anomaly_label
WRK00172,Bihar,Patna,Patna Sahib,LS,MP015,Dr. Sanjeev Kumar,Road Construction at Patna Ward 27,Road Construction,PWD,V004,Pioneer Projects Ltd,2021-07-29,2021-09-04,3159068.76,2800000,2321478.77,81,2,In Progress,24.585859,87.329784,e1887eaf5e1885c3,24.58557,87.329599,NORMAL
WRK00173,West Bengal,Howrah,Kolkata South,LS,MP005,Deepak Chatterjee,Road Construction at Howrah Ward 4,Road Construction,ZP,V014,Kumar & Associates,2020-11-30,2021-01-18,2974169.27,2800000,2329554.02,76,11,In Progress,25.080056,86.420634,714011a1afc2ccfc,25.080573,86.419978,NORMAL
WRK00174,West Bengal,Kolkata,Kolkata South,LS,MP005,Deepak Chatterjee,Cremation Ground at Kolkata Ward 28,Cremation Ground,Block Development Office,V020,Horizon Build Co,2022-11-14,2022-12-21,2398207.69,2100000,815677.22,37,7,In Progress,21.980218,88.068926,48f091f09b8b38ae,21.980619,88.069221,NORMAL
WRK00175,Rajasthan,Jodhpur,Jodhpur,LS,MP010,Kavita Joshi,Boundary Wall at Jodhpur Ward 1,Boundary Wall,Municipal Corporation,V004,Pioneer Projects Ltd,2021-11-26,2022-01-22,983493.67,900000,274753.04,26,25,In Progress,29.873635,73.855012,a3595d1f7fe4a42e,29.87377,73.855059,NORMAL
WRK00176,Karnataka,Mangaluru,Bengaluru South,LS,MP012,Anand Swaminathan,Bridge Construction at Mangaluru Ward 26,Bridge Construction,District Panchayat,V019,City Developers,2023-04-09,2023-05-12,8540250.05,8500000,3471240.45,42,24,In Progress,18.411564,74.335762,431e930f0387f74d,18.411155,74.336402,NORMAL
WRK00177,Assam,Silchar,Guwahati,LS,MP013,Bikash Barua,Boundary Wall at Silchar Ward 21,Boundary Wall,ZP,V005,Golden Gate Contractors,2023-03-25,2023-05-18,1041159.6,900000,353630.6,39,8,In Progress,24.408184,95.501827,6406face53a5e850,24.408308,95.502242,NORMAL
WRK00178,Uttar Pradesh,Agra,Varanasi East,LS,MP003,Rajesh Gupta,Drainage Works at Agra Ward 1,Drainage Works,PWD,V002,Bharat Infra Works,2022-04-21,2022-05-04,2169768.37,1900000,2253725.74,100,0,Completed,24.653913,81.753456,bddfa03aaa8430f8,24.65414,81.752943,NORMAL
WRK00179,West Bengal,Kolkata,Kolkata South,LS,MP005,Deepak Chatterjee,School Building at Kolkata Ward 9,School Building,District Panchayat,V004,Pioneer Projects Ltd,2022-10-30,2022-12-12,4403973.73,4200000,2200985.84,53,5,In Progress,25.773725,89.381186,ce9e9ebd55c34853,25.773623,89.381224,NORMAL
WRK00180,Punjab,Amritsar,Amritsar,LS,MP019,Harpreet Singh,Anganwadi Centre at Amritsar Ward 1,Anganwadi Centre,Municipal Corporation,V004,Pioneer Projects Ltd,2022-12-26,2023-01-08,2270574.04,2200000,827906.41,41,11,In Progress,31.819987,76.572232,82425912bda3c162,31.819272,76.572839,NORMAL
WRK00181,West Bengal,Kolkata,Howrah,LS,MP008,Anita Roy,Anganwadi Centre at Kolkata Ward 27,Anganwadi Centre,PWD,V008,Metro Build Solutions,2021-10-14,2021-11-04,2190299.32,2200000,161106.42,7,100,Stalled,25.569919,88.488384,6a8fcacb3f8e2d0d,25.570517,88.488097,NORMAL
WRK00182,Uttar Pradesh,Prayagraj,Varanasi East,LS,MP003,Rajesh Gupta,Community Hall at Prayagraj Ward 15,Community Hall,PWD,V015,Reliable Constructions,2021-03-28,2021-04-18,3411489.41,3800000,3334274.17,100,0,Completed,24.198536,80.147029,d847dc53c605e58a,24.198264,80.146377,NORMAL
WRK00183,Maharashtra,Nagpur,Pune North,LS,MP001,Arjun Sharma,School Building at Nagpur Ward 1,School Building,Block Development Office,V007,Delta Infratech,2022-07-20,2022-09-15,4059879.75,4200000,3200642.58,79,11,In Progress,18.264148,79.01269,8beb4e78e68373a3,18.264522,79.012304,NORMAL
WRK00184,Arunachal Pradesh,Itanagar,Arunachal West,LS,MP014,Col. Tenzing Norbu,Water Supply at Itanagar Ward 2,Water Supply,Municipal Corporation,V004,Pioneer Projects Ltd,2020-12-20,2021-01-20,3306516.05,3100000,3301872.3,100,0,Completed,29.062117,95.790569,fbad793f87a1ec02,29.061741,95.790556,NORMAL
WRK00185,West Bengal,Durgapur,Kolkata South,LS,MP005,Deepak Chatterjee,Road Construction at Durgapur Ward 14,Road Construction,Block Development Office,V005,Golden Gate Contractors,2022-03-08,2022-04-20,2429168.3,2800000,1779943.75,67,14,In Progress,21.983944,86.191866,64f434d6d1e91691,21.983333,86.191971,NORMAL
WRK00186,West Bengal,Howrah,Kolkata South,LS,MP005,Deepak Chatterjee,Health Centre at Howrah Ward 11,Health Centre,ZP,V005,Golden Gate Contractors,2022-09-03,2022-10-08,5344619.7,5600000,3140207.64,61,10,In Progress,22.831584,89.668574,27c8fc6c1be5a4c3,22.831017,89.668495,NORMAL
WRK00187,Arunachal Pradesh,Itanagar,Arunachal West,LS,MP014,Col. Tenzing Norbu,Sports Facility at Itanagar Ward 23,Sports Facility,District Panchayat,V020,Horizon Build Co,2022-01-23,2022-03-02,3476602.42,3500000,1621447.55,53,27,In Progress,27.057085,95.547724,d5ff2a1f370b9a29,27.057598,95.547156,NORMAL
WRK00188,West Bengal,Durgapur,Howrah,LS,MP008,Anita Roy,Drainage Works at Durgapur Ward 26,Drainage Works,ZP,V015,Reliable Constructions,2022-08-10,2022-09-05,2005229.35,1900000,0,0,0,Not Started,22.491046,89.703596,8cd4b90abf8211bc,22.490686,89.703537,NORMAL
WRK00189,West Bengal,Kolkata,Kolkata South,LS,MP005,Deepak Chatterjee,Road Construction at Kolkata Ward 3,Road Construction,ZP,V003,National Build Corp,2022-03-14,2022-04-01,2449069.49,2800000,2351320.44,100,0,Completed,25.411826,89.644057,424211e2960be0f4,25.412426,89.643381,NORMAL
WRK00190,Uttar Pradesh,Kanpur,Lucknow West,LS,MP007,Vinod Tiwari,Bridge Construction at Kanpur Ward 7,Bridge Construction,DRDA,V013,Durga Projects,2022-10-25,2022-11-11,7537727.37,8500000,7305182.74,100,0,Completed,24.99193,81.46152,61fa8e7a078c26ce,24.992193,81.461001,NORMAL
WRK00191,Maharashtra,Nagpur,Nashik,LS,MP006,Meena Kulkarni,Water Supply at Nagpur Ward 29,Water Supply,District Panchayat,V002,Bharat Infra Works,2021-10-20,2021-11-01,3188054.17,3100000,1501974.92,51,20,In Progress,17.824758,77.170716,620d4a1f479f6628,17.824237,77.170262,NORMAL
WRK00192,Telangana,Warangal,Secunderabad,LS,MP017,G. Krishna Reddy,Sports Facility at Warangal Ward 1,Sports Facility,DRDA,V011,Anand Construction,2022-12-25,2023-02-23,4087784.74,3500000,3461293.34,81,17,In Progress,17.21054,79.801995,2e0869c1453b45fe,17.209859,79.802141,NORMAL
WRK00193,Tamil Nadu,Chennai,Coimbatore North,LS,MP009,Suresh Pillai,Anganwadi Centre at Chennai Ward 30,Anganwadi Centre,Municipal Corporation,V002,Bharat Infra Works,2022-04-02,2022-04-22,2335900.42,2200000,2332465.86,100,0,Completed,9.539246,79.628398,d8b48ead93608edf,9.53994,79.628235,NORMAL
WRK00194,Maharashtra,Mumbai,Nashik,LS,MP006,Meena Kulkarni,Water Supply at Mumbai Ward 18,Water Supply,Municipal Corporation,V019,City Developers,2022-11-19,2023-01-05,3369724.19,3100000,3386856.27,100,0,Completed,20.716817,77.277934,fcedf994d631c383,20.717263,77.278657,NORMAL
WRK00195,Rajasthan,Jodhpur,Jodhpur,LS,MP010,Kavita Joshi,Anganwadi Centre at Jodhpur Ward 11,Anganwadi Centre,PWD,V005,Golden Gate Contractors,2021-04-02,2021-04-26,1903408.09,2200000,405976.76,22,16,In Progress,25.388485,74.904386,2d6e0291b7893986,25.389087,74.904934,NORMAL
WRK00196,Tamil Nadu,Chennai,Chennai Central,LS,MP002,Priya Nair,Bridge Construction at Chennai Ward 6,Bridge Construction,ZP,V013,Durga Projects,2021-08-20,2021-10-18,9219471.2,8500000,9025348.15,100,0,Completed,10.070405,76.504633,5628ddcd19dd3e8c,10.07012,76.504102,NORMAL
WRK00197,Arunachal Pradesh,Ziro,Arunachal West,LS,MP014,Col. Tenzing Norbu,Health Centre at Ziro Ward 19,Health Centre,Block Development Office,V001,Sunrise Constructions Pvt Ltd,2022-12-08,2023-01-01,5150213.98,5600000,2004547.95,42,12,In Progress,28.596645,92.251355,92a54d04f2dde1f5,28.596489,92.252164,NORMAL
WRK00198,Tamil Nadu,Coimbatore,Chennai Central,LS,MP002,Priya Nair,Library Building at Coimbatore Ward 22,Library Building,Municipal Corporation,V011,Anand Construction,2022-02-07,2022-03-29,4006875.74,4100000,3102193.11,83,4,In Progress,8.520156,77.656603,e2a45909a2dd22d5,8.520822,77.65707,NORMAL
WRK00199,Gujarat,Rajkot,Ahmedabad East,LS,MP011,Rameshwar Patel,Road Construction at Rajkot Ward 16,Road Construction,DRDA,V013,Durga Projects,2022-04-03,2022-05-27,2677037.93,2800000,2512396.59,100,0,Completed,20.596959,68.108199,6b6e64c5bb8aa843,20.597633,68.108789,NORMAL
WRK00200,Assam,Silchar,Guwahati,LS,MP013,Bikash Barua,Sports Facility at Silchar Ward 29,Sports Facility,PWD,V001,Sunrise Constructions Pvt Ltd,2023-07-11,2023-09-09,3500486.6,3500000,640365.55,19,50,Stalled,27.216859,89.910501,f3a0212042d943ee,27.216291,89.910245,NORMAL
WRK00201,Assam,Dibrugarh,Guwahati,LS,MP013,Bikash Barua,Road Construction at Dibrugarh Ward 14,Road Construction,Municipal Corporation,V014,Kumar & Associates,2021-06-09,2021-07-10,2992691.81,2800000,2079250.82,81,22,In Progress,27.775525,90.739482,19ec08290db5d441,27.775282,90.740253,NORMAL
WRK00202,Odisha,Rourkela,Bhubaneswar,LS,MP018,Soumya Das,Health Centre at Rourkela Ward 10,Health Centre,DRDA,V020,Horizon Build Co,2021-07-03,2021-07-16,5426177.45,5600000,3842675.05,82,4,In Progress,17.818315,81.934533,18d42238331de35c,17.817633,81.934036,NORMAL
WRK00203,Uttar Pradesh,Kanpur,Varanasi East,LS,MP003,Rajesh Gupta,Bridge Construction at Kanpur Ward 9,Bridge Construction,PWD,V013,Durga Projects,2023-02-14,2023-03-26,8273401.56,8500000,4430797.83,53,2,In Progress,26.418926,79.919756,721e54192fc3e649,26.418271,79.919659,NORMAL
WRK00204,West Bengal,Durgapur,Howrah,LS,MP008,Anita Roy,Cremation Ground at Durgapur Ward 19,Cremation Ground,DRDA,V017,United Builders,2021-07-03,2021-07-18,1836777.07,2100000,1319082.85,72,24,In Progress,24.655531,89.247268,891778e8f7336094,24.6558,89.247958,NORMAL
WRK00205,West Bengal,Siliguri,Howrah,LS,MP008,Anita Roy,Health Centre at Siliguri Ward 22,Health Centre,Municipal Corporation,V006,Apex Construction Co,2021-01-30,2021-03-13,4936859.31,5600000,2039807.62,38,3,In Progress,24.059526,89.691152,31567f2acef74829,24.058989,89.691031,NORMAL
WRK00206,Arunachal Pradesh,Tawang,Arunachal West,LS,MP014,Col. Tenzing Norbu,Bridge Construction at Tawang Ward 20,Bridge Construction,ZP,V009,Heritage Contractors,2022-05-14,2022-06-13,10060967.6,8500000,857518.71,9,41,Stalled,27.752329,93.424148,eacb1f6d7549c9f9,27.752866,93.424613,NORMAL
WRK00207,Punjab,Patiala,Amritsar,LS,MP019,Harpreet Singh,Bridge Construction at Patiala Ward 19,Bridge Construction,PWD,V018,Prime Works Ltd,2021-09-15,2021-10-31,8634104.16,8500000,2421441.29,32,29,In Progress,31.838634,76.235811,693016eae0bda1ee,31.838295,76.236073,NORMAL
WRK00208,Uttarakhand,Rishikesh,Garhwal,LS,MP020,Vikramaditya Rawat,Road Construction at Rishikesh Ward 11,Road Construction,Block Development Office,V002,Bharat Infra Works,2023-03-18,2023-04-06,2572863.7,2800000,1733475.18,71,1,In Progress,31.073186,80.016798,ebbbd76379a7e63b,31.072853,80.016584,NORMAL
WRK00209,Rajasthan,Udaipur,Jodhpur,LS,MP010,Kavita Joshi,Water Supply at Udaipur Ward 7,Water Supply,Block Development Office,V009,Heritage Contractors,2021-06-27,2021-07-21,3680129.75,3100000,3849904.86,100,0,Completed,26.190396,76.767245,9adfe9816ab19e15,26.190605,76.766745,NORMAL
WRK00210,Arunachal Pradesh,Ziro,Arunachal West,LS,MP014,Col. Tenzing Norbu,Boundary Wall at Ziro Ward 6,Boundary Wall,Municipal Corporation,V013,Durga Projects,2021-03-15,2021-04-26,1077188.03,900000,0,0,0,Not Started,26.790289,95.686459,d9ee7dc9c7cfeca8,26.790324,95.68657,NORMAL
WRK00211,Uttar Pradesh,Varanasi,Lucknow West,LS,MP007,Vinod Tiwari,Road Construction at Varanasi Ward 6,Road Construction,Block Development Office,V004,Pioneer Projects Ltd,2023-07-11,2023-07-24,2659429.09,2800000,425920.75,17,65,Stalled,26.91742,80.116761,3defa7ba07d2fd4d,26.917237,80.116913,NORMAL
WRK00212,Himachal Pradesh,Solan,Shimla,LS,MP016,Rohit Verma,Sports Facility at Solan Ward 14,Sports Facility,Municipal Corporation,V007,Delta Infratech,2021-11-05,2021-12-01,3464663.86,3500000,920309.7,31,9,In Progress,30.448953,78.602993,39a0f145a5bab050,30.449208,78.602608,NORMAL
WRK00213,Telangana,Hyderabad,Secunderabad,LS,MP017,G. Krishna Reddy,Road Construction at Hyderabad Ward 13,Road Construction,Block Development Office,V010,Shree Ram Builders,2021-08-08,2021-09-28,2910988.87,2800000,2969586.26,100,0,Completed,16.717457,79.998382,b599277ff78ee9e8,16.717662,79.998268,NORMAL
WRK00214,Karnataka,Hubballi,Bengaluru South,LS,MP012,Anand Swaminathan,Water Supply at Hubballi Ward 4,Water Supply,ZP,V012,Bright Future Infra,2022-07-20,2022-09-11,2905579.23,3100000,1780842.93,70,18,In Progress,15.080596,77.046835,98017a2fa5b83693,15.080753,77.046535,NORMAL
WRK00215,Himachal Pradesh,Shimla,Shimla,LS,MP016,Rohit Verma,Health Centre at Shimla Ward 26,Health Centre,ZP,V005,Golden Gate Contractors,2022-10-01,2022-10-28,6973928.56,5600000,7020403.28,100,0,Completed,32.977121,76.71589,3d846fc9c3f62136,32.977695,76.716413,NORMAL
WRK00216,Uttarakhand,Rishikesh,Garhwal,LS,MP020,Vikramaditya Rawat,Health Centre at Rishikesh Ward 23,Health Centre,Block Development Office,V019,City Developers,2021-01-02,2021-02-22,6284892.88,5600000,3857258.09,57,8,In Progress,29.792417,80.178562,92715f6efea82e3a,29.792871,80.178302,NORMAL
WRK00217,West Bengal,Darjeeling,Howrah,LS,MP008,Anita Roy,Anganwadi Centre at Darjeeling Ward 30,Anganwadi Centre,Municipal Corporation,V016,Star Infrastructure,2022-11-24,2023-01-05,2667743.32,2200000,1109529.13,41,26,In Progress,24.682014,87.004515,423701f1bdacdc5e,24.682338,87.004608,NORMAL
WRK00218,Maharashtra,Nagpur,Nashik,LS,MP006,Meena Kulkarni,Road Construction at Nagpur Ward 20,Road Construction,DRDA,V004,Pioneer Projects Ltd,2022-02-05,2022-04-03,2628923.93,2800000,768448.63,31,72,Stalled,18.762082,76.449213,ddcbf4bc0dbdc5da,18.762275,76.449335,NORMAL
WRK00219,Uttar Pradesh,Kanpur,Varanasi East,LS,MP003,Rajesh Gupta,School Building at Kanpur Ward 15,School Building,PWD,V007,Delta Infratech,2023-01-09,2023-02-21,4410801.99,4200000,4005490.29,100,0,Completed,29.452559,78.143976,fcb896bb68c0cbef,29.452659,78.144647,NORMAL
WRK00220,West Bengal,Durgapur,Kolkata South,LS,MP005,Deepak Chatterjee,School Building at Durgapur Ward 3,School Building,ZP,V006,Apex Construction Co,2023-08-26,2023-09-26,4878621.18,4200000,2066693.17,42,10,In Progress,21.526867,86.921464,288f3435c3b534db,21.526852,86.921871,NORMAL
WRK00221,West Bengal,Darjeeling,Kolkata South,LS,MP005,Deepak Chatterjee,Drainage Works at Darjeeling Ward 1,Drainage Works,PWD,V001,Sunrise Constructions Pvt Ltd,2023-03-01,2023-04-07,2096450.53,1900000,522509.03,29,30,Stalled,22.636661,87.329716,d54e7948c1c0c5e3,22.636706,87.328965,NORMAL
WRK00222,West Bengal,Howrah,Howrah,LS,MP008,Anita Roy,Community Hall at Howrah Ward 22,Community Hall,Block Development Office,V015,Reliable Constructions,2021-06-26,2021-07-30,3704380.24,3800000,1893419.26,59,5,In Progress,21.760595,89.6887,98abb2e785319f0f,21.76063,89.688597,NORMAL
WRK00223,West Bengal,Durgapur,Kolkata South,LS,MP005,Deepak Chatterjee,Anganwadi Centre at Durgapur Ward 26,Anganwadi Centre,ZP,V001,Sunrise Constructions Pvt Ltd,2022-01-01,2022-01-21,2186140.78,2200000,594917.49,30,32,Stalled,25.644862,86.337944,2b429596812faa38,25.64432,86.338281,NORMAL
WRK00224,Tamil Nadu,Salem,Chennai Central,LS,MP002,Priya Nair,Water Supply at Salem Ward 7,Water Supply,DRDA,V015,Reliable Constructions,2021-02-21,2021-04-10,3591349.58,3100000,418368.16,11,113,Stalled,8.360469,76.686317,8c1ab2c71fa3ed1f,8.360114,76.68661,NORMAL
WRK00225,Maharashtra,Nagpur,Pune North,LS,MP001,Arjun Sharma,Drainage Works at Nagpur Ward 7,Drainage Works,PWD,V004,Pioneer Projects Ltd,2023-11-05,2023-12-02,2117865.08,1900000,828795.53,37,13,In Progress,16.166537,78.56576,c8e609391d2fed2a,16.165971,78.565309,NORMAL
WRK00226,Tamil Nadu,Trichy,Coimbatore North,LS,MP009,Suresh Pillai,School Building at Trichy Ward 4,School Building,PWD,V016,Star Infrastructure,2023-03-23,2023-04-20,4171308.69,4200000,4097146.22,100,0,Completed,13.015926,79.090456,00b3700f3c088990,13.015226,79.08985,NORMAL
WRK00227,Punjab,Patiala,Amritsar,LS,MP019,Harpreet Singh,Bridge Construction at Patiala Ward 2,Bridge Construction,PWD,V010,Shree Ram Builders,2023-10-31,2023-11-14,10453116.45,8500000,3057237.27,32,28,In Progress,30.193481,76.864864,0cd20e4376dae194,30.192906,76.864323,NORMAL
WRK00228,Rajasthan,Udaipur,Jodhpur,LS,MP010,Kavita Joshi,Health Centre at Udaipur Ward 12,Health Centre,DRDA,V012,Bright Future Infra,2021-08-10,2021-08-26,5714229.26,5600000,425195.67,7,31,Stalled,27.776156,71.000508,9f2ebefcf480b91e,27.775823,71.000887,NORMAL
WRK00229,Gujarat,Surat,Ahmedabad East,LS,MP011,Rameshwar Patel,Bridge Construction at Surat Ward 24,Bridge Construction,Block Development Office,V014,Kumar & Associates,2023-06-27,2023-07-24,8587643.55,8500000,0,0,0,Not Started,23.273551,71.160768,cc0243c6e2d903c8,23.273072,71.160193,NORMAL
WRK00230,Tamil Nadu,Coimbatore,Chennai Central,LS,MP002,Priya Nair,Bridge Construction at Coimbatore Ward 2,Bridge Construction,DRDA,V005,Golden Gate Contractors,2023-08-01,2023-09-16,8639494.24,8500000,3510427.02,43,19,In Progress,10.036434,76.321028,7cf59d5feb9f33cb,10.035878,76.320899,NORMAL
WRK00231,Uttar Pradesh,Agra,Varanasi East,LS,MP003,Rajesh Gupta,Health Centre at Agra Ward 22,Health Centre,District Panchayat,V020,Horizon Build Co,2023-10-13,2023-12-11,4787686.88,5600000,2338216.85,48,30,In Progress,26.098954,81.075584,a9660a5a6ecf1ed2,26.09928,81.075555,NORMAL
WRK00232,Assam,Dibrugarh,Guwahati,LS,MP013,Bikash Barua,Sports Facility at Dibrugarh Ward 17,Sports Facility,DRDA,V003,National Build Corp,2021-04-12,2021-04-22,4223886.63,3500000,1794664.2,40,16,In Progress,27.422297,95.177318,3dab161452150ed8,27.422054,95.176959,NORMAL
WRK00233,West Bengal,Darjeeling,Howrah,LS,MP008,Anita Roy,Drainage Works at Darjeeling Ward 18,Drainage Works,Block Development Office,V016,Star Infrastructure,2022-04-12,2022-04-27,1921490.52,1900000,1574456.7,77,2,In Progress,24.048288,86.286698,048c8480a7437402,24.047717,86.28656,NORMAL
WRK00234,Odisha,Bhubaneswar,Bhubaneswar,LS,MP018,Soumya Das,Road Construction at Bhubaneswar Ward 22,Road Construction,PWD,V015,Reliable Constructions,2022-08-05,2022-09-16,3266797.28,2800000,2383019.4,78,30,In Progress,21.761493,86.381191,c47566bf8f660bbd,21.761665,86.381149,NORMAL
WRK00235,Karnataka,Hubballi,Bengaluru South,LS,MP012,Anand Swaminathan,Bridge Construction at Hubballi Ward 4,Bridge Construction,DRDA,V006,Apex Construction Co,2022-03-21,2022-03-31,7556285.88,8500000,4223078.78,57,17,In Progress,16.414672,74.210579,d26404b923f47a55,16.414984,74.210911,NORMAL
WRK00236,Tamil Nadu,Trichy,Coimbatore North,LS,MP009,Suresh Pillai,School Building at Trichy Ward 17,School Building,District Panchayat,V019,City Developers,2023-02-21,2023-03-16,3885072.91,4200000,1597435.88,44,22,In Progress,12.188606,76.395302,e44a0371c5ab4e57,12.188535,76.395535,NORMAL
WRK00237,West Bengal,Siliguri,Kolkata South,LS,MP005,Deepak Chatterjee,Road Construction at Siliguri Ward 20,Road Construction,Block Development Office,V006,Apex Construction Co,2021-02-24,2021-04-10,2974008.07,2800000,1088024.88,35,95,Stalled,26.688034,88.636453,20dda0ffd0b3d752,26.687464,88.636706,NORMAL
WRK00238,Gujarat,Kutch,Ahmedabad East,LS,MP011,Rameshwar Patel,Drainage Works at Kutch Ward 24,Drainage Works,PWD,V017,United Builders,2022-04-27,2022-05-24,1933185.21,1900000,1173101.63,63,9,In Progress,20.71351,70.741571,b3952193d7d3b9d9,20.713579,70.741285,NORMAL
WRK00239,Odisha,Cuttack,Bhubaneswar,LS,MP018,Soumya Das,School Building at Cuttack Ward 19,School Building,Block Development Office,V011,Anand Construction,2022-06-27,2022-08-19,3922317.33,4200000,1429715.16,36,22,In Progress,22.399967,84.47375,c2c226ff1d8b32d9,22.399755,84.473719,NORMAL
WRK00240,Arunachal Pradesh,Pasighat,Arunachal West,LS,MP014,Col. Tenzing Norbu,Drainage Works at Pasighat Ward 26,Drainage Works,PWD,V006,Apex Construction Co,2023-11-21,2023-12-07,2229311.63,1900000,2054977.25,100,0,Completed,28.543737,92.679424,4024c424aef2ab2f,28.543229,92.678707,NORMAL
WRK00241,Rajasthan,Jodhpur,Jodhpur,LS,MP010,Kavita Joshi,Sports Facility at Jodhpur Ward 26,Sports Facility,Block Development Office,V010,Shree Ram Builders,2023-06-30,2023-07-16,3020228.94,3500000,1466787.27,48,23,In Progress,25.799984,73.996116,0c06df90aa1c4023,25.800597,73.995936,NORMAL
WRK00242,Gujarat,Kutch,Ahmedabad East,LS,MP011,Rameshwar Patel,Road Construction at Kutch Ward 7,Road Construction,ZP,V012,Bright Future Infra,2022-05-08,2022-05-30,2394521.07,2800000,1649475.93,76,26,In Progress,23.015427,72.641091,bd0b0fa28beef83f,23.015576,72.641522,NORMAL
WRK00243,Rajasthan,Kota,Jodhpur,LS,MP010,Kavita Joshi,School Building at Kota Ward 23,School Building,Municipal Corporation,V005,Golden Gate Contractors,2021-05-12,2021-06-02,5222201.58,4200000,1824589.38,37,45,Stalled,26.085256,74.398068,d89462e895801c3a,26.084904,74.397797,NORMAL
WRK00244,West Bengal,Kolkata,Kolkata South,LS,MP005,Deepak Chatterjee,Bridge Construction at Kolkata Ward 17,Bridge Construction,ZP,V011,Anand Construction,2021-02-15,2021-04-15,10382336.01,8500000,2610062.08,24,92,Stalled,24.635913,86.098811,f4fd25b7384f6e3b,24.635459,86.098128,NORMAL
WRK00245,Maharashtra,Nashik,Nashik,LS,MP006,Meena Kulkarni,Sports Facility at Nashik Ward 21,Sports Facility,ZP,V007,Delta Infratech,2021-06-06,2021-07-08,3726850.33,3500000,3473435.95,100,0,Completed,17.392171,75.594622,79903d9687cec69d,17.392885,75.59511,NORMAL
WRK00246,Maharashtra,Pune,Pune North,LS,MP001,Arjun Sharma,Community Hall at Pune Ward 12,Community Hall,Block Development Office,V018,Prime Works Ltd,2022-05-03,2022-05-15,3907414.21,3800000,2571780.7,61,12,In Progress,20.702933,75.80277,06531d4748677b30,20.703524,75.803265,NORMAL
WRK00247,Telangana,Karimnagar,Secunderabad,LS,MP017,G. Krishna Reddy,Anganwadi Centre at Karimnagar Ward 14,Anganwadi Centre,Municipal Corporation,V003,National Build Corp,2021-12-31,2022-01-30,1908589.46,2200000,667491.57,32,5,In Progress,18.970606,79.652747,a127dc6bab9b153d,18.970999,79.653302,NORMAL
WRK00248,Rajasthan,Jodhpur,Jaipur Rural,LS,MP004,Sunita Devi,Sports Facility at Jodhpur Ward 6,Sports Facility,DRDA,V001,Sunrise Constructions Pvt Ltd,2023-04-21,2023-06-11,4135248.14,3500000,0,0,0,Not Started,23.519268,75.537183,54eb4c91b784ae08,23.518604,75.536514,NORMAL
WRK00249,Tamil Nadu,Trichy,Coimbatore North,LS,MP009,Suresh Pillai,Road Construction at Trichy Ward 24,Road Construction,ZP,V004,Pioneer Projects Ltd,2022-03-17,2022-04-12,3023957.77,2800000,2214614.35,77,20,In Progress,9.808583,77.835908,a43447fb01829782,9.8089,77.835271,NORMAL
WRK00250,Punjab,Amritsar,Amritsar,LS,MP019,Harpreet Singh,Road Construction at Amritsar Ward 18,Road Construction,DRDA,V015,Reliable Constructions,2023-10-11,2023-10-27,2780624.16,2800000,2788637.36,100,0,Completed,31.319698,74.672704,d2769c9665262474,31.319929,74.67266,NORMAL
WRK00251,West Bengal,Howrah,Howrah,LS,MP008,Anita Roy,Drainage Works at Howrah Ward 1,Drainage Works,District Panchayat,V012,Bright Future Infra,2022-07-09,2022-08-28,2220545.53,1900000,2224083.65,100,0,Completed,26.710763,89.05957,dff0b9bf8db3c2c1,26.710842,89.058964,NORMAL
WRK00252,Punjab,Patiala,Amritsar,LS,MP019,Harpreet Singh,Sports Facility at Patiala Ward 7,Sports Facility,Municipal Corporation,V017,United Builders,2021-05-26,2021-06-24,3741535.63,3500000,3783495.35,100,0,Completed,31.677812,74.456385,2f1a25a829344e15,31.677411,74.45695,NORMAL
WRK00253,Rajasthan,Jodhpur,Jaipur Rural,LS,MP004,Sunita Devi,Cremation Ground at Jodhpur Ward 10,Cremation Ground,PWD,V016,Star Infrastructure,2023-06-13,2023-08-03,2500890.95,2100000,1235688.2,57,21,In Progress,23.707057,75.885185,20d2b5285b6d6b7c,23.707303,75.884768,NORMAL
WRK00254,Uttarakhand,Dehradun,Garhwal,LS,MP020,Vikramaditya Rawat,School Building at Dehradun Ward 23,School Building,DRDA,V011,Anand Construction,2023-06-11,2023-07-12,4103880.37,4200000,2411707.12,59,22,In Progress,30.22699,78.875727,013ca9982b2bf58c,30.226722,78.876202,NORMAL
WRK00255,Arunachal Pradesh,Pasighat,Arunachal West,LS,MP014,Col. Tenzing Norbu,Community Hall at Pasighat Ward 18,Community Hall,District Panchayat,V020,Horizon Build Co,2022-10-02,2022-11-11,3434144.87,3800000,2067833.13,65,24,In Progress,28.199848,92.537044,47d6723cd77fbeeb,28.200364,92.536457,NORMAL
WRK00256,Uttar Pradesh,Agra,Lucknow West,LS,MP007,Vinod Tiwari,Road Construction at Agra Ward 8,Road Construction,ZP,V018,Prime Works Ltd,2020-12-28,2021-02-08,3194716.41,2800000,2262598.62,71,24,In Progress,29.790973,81.292114,a766861778dbcde3,29.791369,81.291892,NORMAL
